"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","421","checkLoginWithEmptyPassword","Sauce Demo SmokeTest","Wed Feb 12 11:14:06 GMT 2025","passed","Wed Feb 12 11:14:07 GMT 2025","tests.LoginTest","Thread#2","tests.LoginTest","checkLoginWithEmptyPassword"
"","401","checkNegativeLogin","Sauce Demo SmokeTest","Wed Feb 12 11:14:04 GMT 2025","passed","Wed Feb 12 11:14:04 GMT 2025","tests.LoginTest","Thread#2","tests.LoginTest","checkNegativeLogin"
"","436","checkLoginWithErrorPassword","Sauce Demo SmokeTest","Wed Feb 12 11:14:07 GMT 2025","passed","Wed Feb 12 11:14:08 GMT 2025","tests.LoginTest","Thread#2","tests.LoginTest","checkLoginWithErrorPassword"
"","442","checkLoginWithEmptyUserName","Sauce Demo SmokeTest","Wed Feb 12 11:14:08 GMT 2025","passed","Wed Feb 12 11:14:08 GMT 2025","tests.LoginTest","Thread#2","tests.LoginTest","checkLoginWithEmptyUserName"
"Проверка входа в систему интернет магазина юзера с позитивными кредами","5417","Проверка позитивного логина","Sauce Demo SmokeTest","Wed Feb 12 11:13:58 GMT 2025","broken","Wed Feb 12 11:14:03 GMT 2025","tests.LoginTest","Thread#2","tests.LoginTest","checkLogin"
"","416","checkNegativeLogin","Sauce Demo SmokeTest","Wed Feb 12 11:14:05 GMT 2025","passed","Wed Feb 12 11:14:06 GMT 2025","tests.LoginTest","Thread#2","tests.LoginTest","checkNegativeLogin"
"","455","checkNegativeLogin","Sauce Demo SmokeTest","Wed Feb 12 11:14:04 GMT 2025","failed","Wed Feb 12 11:14:05 GMT 2025","tests.LoginTest","Thread#2","tests.LoginTest","checkNegativeLogin"
"","1133","checkCart","Sauce Demo SmokeTest","Wed Feb 12 11:13:46 GMT 2025","passed","Wed Feb 12 11:13:47 GMT 2025","tests.CartTest","Thread#1","tests.CartTest","checkCart"
