"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","924","checkCart","Sauce Demo SmokeTest","Thu Dec 12 16:49:33 GMT 2024","passed","Thu Dec 12 16:49:33 GMT 2024","tests.CartTest","Thread#1","tests.CartTest","checkCart"
"","400","checkNegativeLogin","Sauce Demo SmokeTest","Thu Dec 12 16:49:51 GMT 2024","passed","Thu Dec 12 16:49:51 GMT 2024","tests.LoginTest","Thread#2","tests.LoginTest","checkNegativeLogin"
"","405","checkLoginWithErrorPassword","Sauce Demo SmokeTest","Thu Dec 12 16:49:53 GMT 2024","passed","Thu Dec 12 16:49:54 GMT 2024","tests.LoginTest","Thread#2","tests.LoginTest","checkLoginWithErrorPassword"
"","416","checkNegativeLogin","Sauce Demo SmokeTest","Thu Dec 12 16:49:52 GMT 2024","passed","Thu Dec 12 16:49:52 GMT 2024","tests.LoginTest","Thread#2","tests.LoginTest","checkNegativeLogin"
"","395","checkNegativeLogin","Sauce Demo SmokeTest","Thu Dec 12 16:49:50 GMT 2024","passed","Thu Dec 12 16:49:51 GMT 2024","tests.LoginTest","Thread#2","tests.LoginTest","checkNegativeLogin"
"Проверка входа в систему интернет магазина юзера с позитивными кредами","5426","Проверка позитивного логина","Sauce Demo SmokeTest","Thu Dec 12 16:49:44 GMT 2024","broken","Thu Dec 12 16:49:50 GMT 2024","tests.LoginTest","Thread#2","tests.LoginTest","checkLogin"
"","390","checkLoginWithEmptyPassword","Sauce Demo SmokeTest","Thu Dec 12 16:49:53 GMT 2024","passed","Thu Dec 12 16:49:53 GMT 2024","tests.LoginTest","Thread#2","tests.LoginTest","checkLoginWithEmptyPassword"
"","388","checkLoginWithEmptyUserName","Sauce Demo SmokeTest","Thu Dec 12 16:49:54 GMT 2024","passed","Thu Dec 12 16:49:55 GMT 2024","tests.LoginTest","Thread#2","tests.LoginTest","checkLoginWithEmptyUserName"
