"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","406","checkLoginWithEmptyUserName","Sauce Demo SmokeTest","Thu Feb 20 06:37:47 GMT 2025","passed","Thu Feb 20 06:37:47 GMT 2025","tests.LoginTest","Thread#2","tests.LoginTest","checkLoginWithEmptyUserName"
"","980","checkCart","Sauce Demo SmokeTest","Thu Feb 20 06:37:25 GMT 2025","passed","Thu Feb 20 06:37:26 GMT 2025","tests.CartTest","Thread#1","tests.CartTest","checkCart"
"","427","checkNegativeLogin","Sauce Demo SmokeTest","Thu Feb 20 06:37:44 GMT 2025","failed","Thu Feb 20 06:37:44 GMT 2025","tests.LoginTest","Thread#2","tests.LoginTest","checkNegativeLogin"
"","416","checkLoginWithEmptyPassword","Sauce Demo SmokeTest","Thu Feb 20 06:37:45 GMT 2025","passed","Thu Feb 20 06:37:46 GMT 2025","tests.LoginTest","Thread#2","tests.LoginTest","checkLoginWithEmptyPassword"
"","425","checkNegativeLogin","Sauce Demo SmokeTest","Thu Feb 20 06:37:45 GMT 2025","passed","Thu Feb 20 06:37:45 GMT 2025","tests.LoginTest","Thread#2","tests.LoginTest","checkNegativeLogin"
"","410","checkNegativeLogin","Sauce Demo SmokeTest","Thu Feb 20 06:37:43 GMT 2025","passed","Thu Feb 20 06:37:43 GMT 2025","tests.LoginTest","Thread#2","tests.LoginTest","checkNegativeLogin"
"","423","checkLoginWithErrorPassword","Sauce Demo SmokeTest","Thu Feb 20 06:37:46 GMT 2025","passed","Thu Feb 20 06:37:47 GMT 2025","tests.LoginTest","Thread#2","tests.LoginTest","checkLoginWithErrorPassword"
"Проверка входа в систему интернет магазина юзера с позитивными данными","5401","Проверка позитивного логина","Sauce Demo SmokeTest","Thu Feb 20 06:37:37 GMT 2025","broken","Thu Feb 20 06:37:42 GMT 2025","tests.LoginTest","Thread#2","tests.LoginTest","checkLogin"
